Code;Identification;Code de l'instrument lié;Ident. de l'instrument lié;Valeur nominale;Unité;Désignation;Type de relation;Commentaire;Étalonné;Groupe;N° de voie
PLAST-60;CQUA0278;PLAST-60;CQUA0278-09;;;;;;1;/;
PLAST-60;CQUA0278;PLAST-60;CQUA0278-10;;;;;;1;/;
PLAST-60;CQUA0278;PLAST-60;CQUA0278-11;;;;;;1;/;
PLAST-60;CQUA0278;PLAST-60;CQUA0278-12;;;;;;1;/;
PLAST-60;CQUA0278;PLAST-60;CQUA0278-13;;;;;;1;/;
PLAST-60;CQUA0278;PLAST-60;CQUA0278-14;;;;;;1;/;
PLAST-60;CQUA0278;PLAST-60;CQUA0278-15;;;;;;1;/;
PLAST-60;CQUA0278;PLAST-60;CQUA0278-16;;;;;;1;/;
PLAST-60;CQUA0278;PLAST-60;CQUA0278-17;;;;;;1;/;
PLAST-60;CQUA0278;PLAST-60;CQUA0278-18;;;;;;1;/;
PLAST-60;CQUA0278;PLAST-60;CQUA0278-19;;;;;;1;/;
PLAST-60;CQUA0278;PLAST-60;CQUA0278-20;;;;;;1;/;
PLAST-60;CQUA0278-01;PLAST-60;CQUA0278;;;;;;1;/;
PLAST-60;CQUA0278-02;PLAST-60;CQUA0278;;;;Non spécifié;;1;/;
PLAST-60;CQUA0278-03;PLAST-60;CQUA0278;;;;Non spécifié;;1;/;
PLAST-60;CQUA0278-04;PLAST-60;CQUA0278;;;;Non spécifié;;1;/;
PLAST-60;CQUA0278-05;PLAST-60;CQUA0278;;;;Non spécifié;;1;/;
PLAST-60;CQUA0278-06;PLAST-60;CQUA0278;;;;Non spécifié;;1;/;
PLAST-60;CQUA0278-07;PLAST-60;CQUA0278;;;;Non spécifié;;1;/;
PLAST-60;CQUA0278-08;PLAST-60;CQUA0278;;;;Non spécifié;;1;/;
PLAST-60;CQUA0278-09;PLAST-60;CQUA0278;;;;Non spécifié;;1;/;
PLAST-60;CQUA0278-10;PLAST-60;CQUA0278;;;;Non spécifié;;1;/;
PLAST-60;CQUA0278-11;PLAST-60;CQUA0278;;;;Non spécifié;;1;/;
PLAST-60;CQUA0278-12;PLAST-60;CQUA0278;;;;Non spécifié;;1;/;
PLAST-60;CQUA0278-13;PLAST-60;CQUA0278;;;;Non spécifié;;1;/;
PLAST-60;CQUA0278-14;PLAST-60;CQUA0278;;;;Non spécifié;;1;/;
PLAST-60;CQUA0278-15;PLAST-60;CQUA0278;;;;Non spécifié;;1;/;
PLAST-60;CQUA0278-16;PLAST-60;CQUA0278;;;;Non spécifié;;1;/;
PLAST-60;CQUA0278-17;PLAST-60;CQUA0278;;;;Non spécifié;;1;/;
PLAST-60;CQUA0278-18;PLAST-60;CQUA0278;;;;Non spécifié;;1;/;
PLAST-60;CQUA0278-19;PLAST-60;CQUA0278;;;;Non spécifié;;1;/;
PLAST-60;CQUA0278-20;PLAST-60;CQUA0278;;;;Non spécifié;;1;/;
PLAST-60;CSCR0166;PLAST-60;CLAB0067;;;;;;1;/;
PLAST-60;CSCR0166;PLAST-60;CLAB0415;;;;;;1;/;
PLAST-60;CSCR0207;/;CLAB0273;0;/;Carte d'acquisition;;;1;/;
PLAST-60;CSCR0218;PLAST-60;CLAB0229;;;;;;1;/;
PLAST-60;CSCR0218;PLAST-60;CLAB0391;;;;;;1;/;
PLAST-60;CSCR0311;PLAST-60;CLAB0069;;;;;;1;/;
PLAST-60;CSCR0311;PLAST-60;CLAB0103;;;;;;1;/;
PLAST-60;CSCR0437;PLAST-60;CLAB0046;;;;;;1;/;
PLAST-60;CSCR0439;PLAST-60;CASS0159;;;;;;1;/;
PLAST-60;CSCR0439;PLAST-60;CASS0161;;;;;;1;/;
PLAST-60;CSCR0589;PLAST-60;CLAB0060;;;;;;1;/;
PLAST-60;CSCR0589;PLAST-60;CLAB0261;;;;;;1;/;
PLAST-60;CSCR0590;PLAST-60;CLAB0060;;;;Non spécifié;;1;/;
PLAST-60;CSCR0590;PLAST-60;CLAB0261;;;;Non spécifié;;1;/;
PLAST-60;CSCR0591;PLAST-60;CLAB0060;;;;;;1;/;
PLAST-60;CSCR0591;PLAST-60;CLAB0261;;;;;;1;/;
PLAST-60;CSCR0593;PLAST-60;CLAB0211;;;;;;1;/;
PLAST-60;CSCR0593;PLAST-60;CLAB0220;;;;;;1;/;
PLAST-60;CSCR0594;PLAST-60;CLAB0060;;;;;;1;/;
PLAST-60;CSCR0594;PLAST-60;CLAB0261;;;;;;1;/;
PLAST-60;CSCR0595;PLAST-60;CLAB0060;;;;;;1;/;
PLAST-60;CSCR0595;PLAST-60;CLAB0261;;;;;;1;/;
PLAST-60;CSCR0596;PLAST-60;CLAB0060;;;;;;1;/;
PLAST-60;CSCR0596;PLAST-60;CLAB0177;;;;;;1;/;
PLAST-60;CSCR0597;PLAST-60;CLAB0082;;;;;;1;/;
PLAST-60;CSCR0597;PLAST-60;CLAB0221;;;;;;1;/;
PLAST-60;CSCR0598;PLAST-60;CLAB0082;;;;;;1;/;
PLAST-60;CSCR0598;PLAST-60;CLAB0211;;;;;;1;/;
PLAST-60;CSCR0601;PLAST-60;CLAB0060;;;;;;1;/;
PLAST-60;CSCR0601;PLAST-60;CLAB0177;;;;;;1;/;
PLAST-60;CSCR0603;PLAST-60;CLAB0060;;;;;;1;/;
PLAST-60;CSCR0603;PLAST-60;CLAB0177;;;;;;1;/;
PLAST-60;CSCR0614;PLAST-60;CLAB0356;;;;;;1;/;
PLAST-60;CSCR0614;PLAST-60;CLAB0381;;;;;;1;/;
PLAST-60;CSCR0616;PLAST-60;CLAB0356;;;;;;1;/;
PLAST-60;CSCR0616;PLAST-60;CLAB0381;;;;;;1;/;
PLAST-60;CSCR0617;PLAST-60;CLAB0352;;;;;;1;/;
PLAST-60;CSCR0617;PLAST-60;CLAB0381;;;;;;1;/;
PLAST-60;CSCR0618;/;/;0;/;;;;1;/;
PLAST-60;CSCR0622;PLAST-60;CLAB0352;;;;;;1;/;
PLAST-60;CSCR0622;PLAST-60;CLAB0381;;;;;;1;/;
PLAST-60;CSCR0623;PLAST-60;CLAB0352;;;;;;1;/;
PLAST-60;CSCR0623;PLAST-60;CLAB0381;;;;;;1;/;
PLAST-60;CSCR0624;PLAST-60;CLAB0352;;;;;;1;/;
PLAST-60;CSCR0624;PLAST-60;CLAB0381;;;;;;1;/;
PLAST-60;CSCR0625;PLAST-60;CLAB0001;;;;;;1;/;
PLAST-60;CSCR0626;PLAST-60;CLAB0352;;;;;;1;/;
PLAST-60;CSCR0626;PLAST-60;CLAB0381;;;;;;1;/;
PLAST-60;CSCR0627;PLAST-60;CLAB0195;;;;;;1;/;
PLAST-60;CSCR0627;PLAST-60;CLAB0352;;;;;;1;/;
PLAST-60;CSCR0628;PLAST-60;CLAB0195;;;;;;1;/;
PLAST-60;CSCR0628;PLAST-60;CLAB0352;;;;;;1;/;
PLAST-60;CSCR0629;PLAST-60;CLAB0195;;;;;;1;/;
PLAST-60;CSCR0629;PLAST-60;CLAB0352;;;;;;1;/;
PLAST-60;CSCR0630;PLAST-60;CLAB0195;;;;;;1;/;
PLAST-60;CSCR0630;PLAST-60;CLAB0352;;;;;;1;/;
PLAST-60;CSCR0631;PLAST-60;CLAB0195;;;;;;1;/;
PLAST-60;CSCR0631;PLAST-60;CLAB0352;;;;;;1;/;
PLAST-60;CSCR0632;PLAST-60;CLAB0195;;;;;;1;/;
PLAST-60;CSCR0632;PLAST-60;CLAB0352;;;;;;1;/;
PLAST-60;CSCR0633;PLAST-60;CLAB0195;;;;;;1;/;
PLAST-60;CSCR0633;PLAST-60;CLAB0352;;;;;;1;/;
PLAST-60;CSCR0634;PLAST-60;CLAB0195;;;;;;1;/;
PLAST-60;CSCR0634;PLAST-60;CLAB0352;;;;;;1;/;
PLAST-60;CSCR0642;PLAST-60;CLAB0438;;;;;;1;/;
PLAST-60;CSCR0681;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0682;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0683;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0684;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0685;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0686;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0687;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0688;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0689;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0690;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0691;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0692;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0693;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0694;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0695;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0696;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0697;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0698;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0699;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0700;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0701;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0702;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0703;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0704;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0705;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0706;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0707;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0708;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0709;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0710;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0711;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0712;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0713;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0714;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0715;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0716;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0717;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0718;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0720;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0721;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0722;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0723;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0724;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0854;/;/;0;/;;Non spécifié;;1;/;
PLAST-60;CSCR0904;PLAST-60;CLAB0105;;;;;;1;/;
PLAST-60;CSCR0904;PLAST-60;CLAB0229;;;;;;1;/;
PLAST-60;CSCR0918;PLAST-60;CLAB0067;;;;;;1;/;
PLAST-60;CSCR0918;PLAST-60;CLAB0173;;;;;;1;/;
PLAST-60;CSCR0919;PLAST-60;CLAB0067;;;;Non spécifié;;1;/;
PLAST-60;CSCR0919;PLAST-60;CLAB0208;;;;Non spécifié;;1;/;
PLAST-60;CSCR0920;PLAST-60;CLAB0067;;;;Non spécifié;;1;/;
PLAST-60;CSCR0920;PLAST-60;CLAB0208;;;;Non spécifié;;1;/;
PLAST-60;CSCR0921;PLAST-60;CLAB0067;;;;Non spécifié;;1;/;
PLAST-60;CSCR0921;PLAST-60;CLAB0208;;;;Non spécifié;;1;/;
PLAST-60;CSCR0922;PLAST-60;CLAB0067;;;;Non spécifié;;1;/;
PLAST-60;CSCR0922;PLAST-60;CLAB0208;;;;Non spécifié;;1;/;
PLAST-60;CSCR0923;PLAST-60;CLAB0067;;;;Non spécifié;;1;/;
PLAST-60;CSCR0923;PLAST-60;CLAB0208;;;;Non spécifié;;1;/;
PLAST-60;CSCR0924;PLAST-60;CLAB0067;;;;Non spécifié;;1;/;
PLAST-60;CSCR0924;PLAST-60;CLAB0208;;;;Non spécifié;;1;/;
PLAST-60;CSCR0925;PLAST-60;CLAB0067;;;;Non spécifié;;1;/;
PLAST-60;CSCR0925;PLAST-60;CLAB0208;;;;Non spécifié;;1;/;
PLAST-60;CSCR0926;PLAST-60;CLAB0067;;;;Non spécifié;;1;/;
PLAST-60;CSCR0926;PLAST-60;CLAB0208;;;;Non spécifié;;1;/;
PLAST-60;CSCR0927;PLAST-60;CLAB0067;;;;Non spécifié;;1;/;
PLAST-60;CSCR0927;PLAST-60;CLAB0208;;;;Non spécifié;;1;/;
PLAST-60;CSCR0928;PLAST-60;CLAB0067;;;;Non spécifié;;1;/;
PLAST-60;CSCR0928;PLAST-60;CLAB0208;;;;Non spécifié;;1;/;
PLAST-60;CSCR0929;PLAST-60;CLAB0067;;;;Non spécifié;;1;/;
PLAST-60;CSCR0929;PLAST-60;CLAB0208;;;;Non spécifié;;1;/;
PLAST-60;CSCR0931;PLAST-60;CLAB0107;;;;Non spécifié;;1;/;
PLAST-60;CSCR0931;PLAST-60;CLAB0185;;;;Non spécifié;;1;/;
PLAST-60;CSCR0932;PLAST-60;CLAB0185;;;;Non spécifié;;1;/;
PLAST-60;CSCR0932;PLAST-60;CLAB0219;;;;Non spécifié;;1;/;
PLAST-60;CSCR0933;PLAST-60;CLAB0065;;;;Non spécifié;;1;/;
PLAST-60;CSCR0933;PLAST-60;CLAB0230;;;;Non spécifié;;1;/;
PLAST-60;CSCR0934;PLAST-60;CLAB0065;;;;Non spécifié;;1;/;
PLAST-60;CSCR0934;PLAST-60;CLAB0177;;;;Non spécifié;;1;/;
PLAST-60;CSCR0935;PLAST-60;CLAB0087;;;;Non spécifié;;1;/;
PLAST-60;CSCR0935;PLAST-60;CLAB0417;;;;Non spécifié;;1;/;
PLAST-60;CSCR0936;PLAST-60;CLAB0201;;;;Non spécifié;;1;/;
PLAST-60;CSCR0936;PLAST-60;CLAB0417;;;;Non spécifié;;1;/;
PLAST-60;CSCR0937;PLAST-60;CLAB0081;;;;Non spécifié;;1;/;
PLAST-60;CSCR0937;PLAST-60;CLAB0180;;;;Non spécifié;;1;/;
PLAST-60;CSCR0938;PLAST-60;CLAB0201;;;;Non spécifié;;1;/;
PLAST-60;CSCR0938;PLAST-60;CLAB0417;;;;Non spécifié;;1;/;
PLAST-60;CSCR0942;PLAST-60;CLAB0067;;;;Non spécifié;;1;/;
PLAST-60;CSCR0942;PLAST-60;CLAB0208;;;;Non spécifié;;1;/;
PLAST-60;CSCR0947;PLAST-60;CSCR0970;;;;;;1;/;
PLAST-60;CSCR0947;PLAST-60;CSCR0972;;;;;;1;/;
PLAST-60;CSCR0948;PLAST-60;CSCR0970;;;;;;1;/;
PLAST-60;CSCR0948;PLAST-60;CSCR0972;;;;;;1;/;
PLAST-60;CSCR0949;PLAST-60;CSCR0970;;;;;;1;/;
PLAST-60;CSCR0949;PLAST-60;CSCR0971;;;;;;1;/;
PLAST-60;CSCR0950;PLAST-60;CSCR0970;;;;;;1;/;
PLAST-60;CSCR0950;PLAST-60;CSCR0971;;;;;;1;/;
PLAST-60;CSCR0951;PLAST-60;CSCR0970;;;;;;1;/;
PLAST-60;CSCR0951;PLAST-60;CSCR0971;;;;;;1;/;
PLAST-60;CSCR0963;PLAST-60;CLAB0342;;;;Non spécifié;;1;/;
PLAST-60;CSCR0963;PLAST-60;CLAB0431;;;;Non spécifié;;1;/;
PLAST-60;CSCR0964;PLAST-60;CLAB0156;;;;Non spécifié;;1;/;
PLAST-60;CSCR0964;PLAST-60;CLAB0431;;;;Non spécifié;;1;/;
PLAST-60;CSCR0976;PLAST-60;CLAB0194;;;;;;1;/;
PLAST-60;CSCR0976;PLAST-60;CLAB0213;;;;;;1;/;
PLAST-60;CSCR0977;PLAST-60;CLAB0194;;;;;;1;/;
PLAST-60;CSCR0977;PLAST-60;CLAB0196;;;;;;1;/;
PLAST-60;CSCR0978;PLAST-60;CLAB0194;;;;Non spécifié;;1;/;
PLAST-60;CSCR0978;PLAST-60;CLAB0196;;;;Non spécifié;;1;/;
PLAST-60;CSCR0979;PLAST-60;CLAB0194;;;;Non spécifié;;1;/;
PLAST-60;CSCR0979;PLAST-60;CLAB0196;;;;Non spécifié;;1;/;
PLAST-60;CSCR0980;PLAST-60;CLAB0194;;;;Non spécifié;;1;/;
PLAST-60;CSCR0980;PLAST-60;CLAB0196;;;;Non spécifié;;1;/;
PLAST-60;CSCR0981;PLAST-60;CLAB0194;;;;Non spécifié;;1;/;
PLAST-60;CSCR0981;PLAST-60;CLAB0196;;;;Non spécifié;;1;/;
PLAST-60;CSCR0982;PLAST-60;CLAB0194;;;;Non spécifié;;1;/;
PLAST-60;CSCR0982;PLAST-60;CLAB0196;;;;Non spécifié;;1;/;
PLAST-60;CSCR0990;PLAST-60;CSCR0992;;;;Non spécifié;;1;/;
PLAST-60;CSCR0990;PLAST-60;CSCR0994;;;;Non spécifié;;1;/;
PLAST-60;CSCR0991;PLAST-60;CSCR0992;;;;Non spécifié;;1;/;
PLAST-60;CSCR0991;PLAST-60;CSCR0994;;;;Non spécifié;;1;/;
PLAST-60;CSCR0997;PLAST-60;CSCR0992;;;;Non spécifié;;1;/;
PLAST-60;CSCR0997;PLAST-60;CSCR0993;;;;Non spécifié;;1;/;
PLAST-60;CSCR0998;PLAST-60;CSCR0992;;;;Non spécifié;;1;/;
PLAST-60;CSCR0998;PLAST-60;CSCR0993;;;;Non spécifié;;1;/;
PLAST-60;CSCR0999;PLAST-60;CLAB0411;;;;Non spécifié;;1;/;
PLAST-60;CSCR0999;PLAST-60;CLAB0502;;;;Non spécifié;;1;/;
PLAST-60;CSCR1000;PLAST-60;CLAB0261;;;;Non spécifié;;1;/;
PLAST-60;CSCR1000;PLAST-60;CLAB0502;;;;Non spécifié;;1;/;
PLAST-60;CSCR1014;PLAST-60;CSCR1014-01;;;;;;1;/;
PLAST-60;CSCR1014;PLAST-60;CSCR1014-02;;;;;;1;/;
PLAST-60;CSCR1014;PLAST-60;CSCR1014-03;;;;;;1;/;
PLAST-60;CSCR1014;PLAST-60;CSCR1014-04;;;;;;1;/;
PLAST-60;CSCR1014;PLAST-60;CSCR1014-05;;;;;;1;/;
PLAST-60;CSCR1014;PLAST-60;CSCR1014-06;;;;;;1;/;
PLAST-60;CSCR1016;PLAST-60;CLAB0092;;;;;;1;/;
PLAST-60;CSCR1016;PLAST-60;CLAB0234;;;;;;1;/;
PLAST-60;CSCR1017;PLAST-60;CLAB0188;;;;Non spécifié;;1;/;
PLAST-60;CSCR1017;PLAST-60;CLAB0234;;;;Non spécifié;;1;/;
PLAST-60;CSCR1026;PLAST-60;CLAB0522;;;;;;1;/;
PLAST-60;CSCR1026;PLAST-60;CLAB0529;;;;;;1;/;
PLAST-60;CSCR1059;PLAST-60;CLAB0522;;;;Non spécifié;;1;/;
PLAST-60;CSCR1059;PLAST-60;CLAB0524;;;;;;1;/;
PLAST-60;CSCR1060;PLAST-60;CLAB0522;;;;Non spécifié;;1;/;
PLAST-60;CSCR1060;PLAST-60;CLAB0525;;;;Non spécifié;;1;/;
PLAST-60;CSCR1062;PLAST-60;CLAB0155;;;;Non spécifié;;1;/;
PLAST-60;CSCR1062;PLAST-60;CLAB0432;;;;Non spécifié;;1;/;
PLAST-60;CSCR1063;PLAST-60;CLAB0155;;;;Non spécifié;;1;/;
PLAST-60;CSCR1063;PLAST-60;CLAB0348;;;;Non spécifié;;1;/;
